point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,93.6,86.5,36.1358,0.0000,0.0000
N,N,0,93.6,78.5,35.9766,-0.1592,0.1989
NE,NE,45,99.3,80.9,35.6318,-0.5039,0.6299
E,E,90,101.6,86.5,35.6585,-0.4773,0.5966
SE,SE,135,99.3,92.2,35.9789,-0.1568,0.1960
S,S,180,93.6,94.5,36.6029,+0.4671,0.5839
SW,SW,225,88.0,92.2,35.8440,-0.2918,0.3647
W,W,270,85.6,86.5,35.3749,-0.7609,0.9511
NW,NW,315,88.0,80.9,35.4098,-0.7260,0.9075
