point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,68.8,92.8,34.2491,0.0000,0.0000
N,N,0,68.8,83.8,34.6873,+0.4382,0.4868
NE,NE,45,75.2,86.4,34.6577,+0.4086,0.4540
E,E,90,77.8,92.8,34.6812,+0.4320,0.4800
SE,SE,135,75.2,99.2,34.7146,+0.4655,0.5172
S,S,180,68.8,101.8,34.2875,+0.0384,0.0427
SW,SW,225,62.4,99.2,33.8030,-0.4461,0.4957
W,W,270,59.8,92.8,33.7400,-0.5091,0.5657
NW,NW,315,62.4,86.4,33.7089,-0.5402,0.6002
