point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,74.9,107.2,34.9011,0.0000,0.0000
N,N,0,74.9,96.2,34.6400,-0.2610,0.2373
NE,NE,45,82.7,99.4,34.4804,-0.4207,0.3824
E,E,90,85.9,107.2,34.2581,-0.6430,0.5845
SE,SE,135,82.7,114.9,34.5041,-0.3970,0.3609
S,S,180,74.9,118.2,34.6149,-0.2861,0.2601
SW,SW,225,67.1,114.9,34.1383,-0.7627,0.6934
W,W,270,63.9,107.2,33.8233,-1.0777,0.9797
NW,NW,315,67.1,99.4,34.2884,-0.6127,0.5570
