point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,80.8,85.6,33.6545,0.0000,0.0000
N,N,0,80.8,76.1,33.6820,+0.0276,0.0290
NE,NE,45,87.5,78.9,34.0048,+0.3504,0.3688
E,E,90,90.3,85.6,34.1346,+0.4801,0.5054
SE,SE,135,87.5,92.4,34.1566,+0.5021,0.5286
S,S,180,80.8,95.1,33.4889,-0.1655,0.1742
SW,SW,225,74.1,92.4,33.5504,-0.1041,0.1095
W,W,270,71.3,85.6,33.7040,+0.0495,0.0521
NW,NW,315,74.1,78.9,33.6048,-0.0497,0.0523
