point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,76.9,99.1,34.9627,0.0000,0.0000
N,N,0,76.9,90.1,34.7701,-0.1927,0.2141
NE,NE,45,83.3,92.7,35.4507,+0.4880,0.5423
E,E,90,85.9,99.1,35.4574,+0.4947,0.5497
SE,SE,135,83.3,105.5,35.5762,+0.6135,0.6817
S,S,180,76.9,108.1,35.4694,+0.5067,0.5630
SW,SW,225,70.5,105.5,35.0832,+0.1205,0.1339
W,W,270,67.9,99.1,34.6822,-0.2805,0.3117
NW,NW,315,70.5,92.7,34.7015,-0.2612,0.2902
