point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,73.3,97.1,34.4423,0.0000,0.0000
N,N,0,73.3,90.1,34.4835,+0.0413,0.0590
NE,NE,45,78.3,92.1,34.6978,+0.2556,0.3651
E,E,90,80.3,97.1,34.8554,+0.4132,0.5903
SE,SE,135,78.3,102.0,34.8281,+0.3858,0.5512
S,S,180,73.3,104.1,34.6623,+0.2200,0.3143
SW,SW,225,68.4,102.0,34.4918,+0.0496,0.0708
W,W,270,66.3,97.1,34.4158,-0.0264,0.0378
NW,NW,315,68.4,92.1,34.4488,+0.0065,0.0093
