point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,98.7,102.0,34.2885,0.0000,0.0000
N,N,0,98.7,84.0,34.5603,+0.2718,0.1510
NE,NE,45,111.4,89.3,30.1637,-4.1248,2.2916
E,E,90,116.7,102.0,29.1788,-5.1097,2.8387
SE,SE,135,111.4,114.8,34.8450,+0.5565,0.3092
S,S,180,98.7,120.0,35.2785,+0.9900,0.5500
SW,SW,225,85.9,114.8,34.4229,+0.1344,0.0747
W,W,270,80.7,102.0,34.6637,+0.3752,0.2084
NW,NW,315,85.9,89.3,34.0954,-0.1932,0.1073
