point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,101.8,99.0,35.8057,0.0000,0.0000
N,N,0,101.8,83.5,35.7935,-0.0122,0.0079
NE,NE,45,112.7,88.1,31.1440,-4.6617,3.0075
E,E,90,117.3,99.0,30.1344,-5.6713,3.6589
SE,SE,135,112.7,110.0,30.1932,-5.6125,3.6209
S,S,180,101.8,114.5,36.8848,+1.0791,0.6962
SW,SW,225,90.8,110.0,36.5678,+0.7621,0.4917
W,W,270,86.3,99.0,35.5449,-0.2608,0.1683
NW,NW,315,90.8,88.1,35.7562,-0.0495,0.0319
