point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,73.5,104.3,34.7779,0.0000,0.0000
N,N,0,73.5,95.3,34.5973,-0.1806,0.2006
NE,NE,45,79.9,98.0,34.8148,+0.0369,0.0410
E,E,90,82.5,104.3,34.9027,+0.1248,0.1387
SE,SE,135,79.9,110.7,34.9600,+0.1821,0.2023
S,S,180,73.5,113.3,34.8544,+0.0765,0.0850
SW,SW,225,67.2,110.7,34.7919,+0.0140,0.0156
W,W,270,64.5,104.3,34.3823,-0.3956,0.4396
NW,NW,315,67.2,98.0,34.2661,-0.5118,0.5686
