point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,75.0,85.5,36.2126,0.0000,0.0000
N,N,0,75.0,77.0,36.3352,+0.1226,0.1442
NE,NE,45,81.0,79.5,36.4166,+0.2040,0.2401
E,E,90,83.5,85.5,36.3087,+0.0961,0.1130
SE,SE,135,81.0,91.5,36.4300,+0.2174,0.2557
S,S,180,75.0,94.0,36.0991,-0.1135,0.1335
SW,SW,225,69.0,91.5,35.6620,-0.5506,0.6478
W,W,270,66.5,85.5,35.5634,-0.6492,0.7637
NW,NW,315,69.0,79.5,35.6836,-0.5290,0.6223
