point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,64.1,105.8,35.1635,0.0000,0.0000
N,N,0,64.1,97.8,35.3907,+0.2272,0.2840
NE,NE,45,69.7,100.2,35.6164,+0.4529,0.5661
E,E,90,72.1,105.8,35.9178,+0.7543,0.9428
SE,SE,135,69.7,111.5,36.2374,+1.0739,1.3424
S,S,180,64.1,113.8,35.7653,+0.6018,0.7522
SW,SW,225,58.4,111.5,34.9117,-0.2518,0.3148
W,W,270,56.1,105.8,34.7329,-0.4306,0.5382
NW,NW,315,58.4,100.2,35.1260,-0.0375,0.0469
