point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,116.0,84.6,35.9174,0.0000,0.0000
N,N,0,116.0,73.1,36.0135,+0.0960,0.0835
NE,NE,45,124.1,76.5,35.8160,-0.1015,0.0882
E,E,90,127.5,84.6,34.3239,-1.5935,1.3857
SE,SE,135,124.1,92.7,36.1020,+0.1846,0.1605
S,S,180,116.0,96.1,36.1885,+0.2710,0.2357
SW,SW,225,107.9,92.7,35.6401,-0.2773,0.2411
W,W,270,104.5,84.6,35.4887,-0.4288,0.3728
NW,NW,315,107.9,76.5,35.2635,-0.6539,0.5686
