point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,90.1,92.6,34.0173,0.0000,0.0000
N,N,0,90.1,80.1,34.3664,+0.3490,0.2792
NE,NE,45,98.9,83.7,34.5865,+0.5691,0.4553
E,E,90,102.6,92.6,34.5337,+0.5164,0.4131
SE,SE,135,98.9,101.4,34.3128,+0.2954,0.2364
S,S,180,90.1,105.1,34.2600,+0.2427,0.1941
SW,SW,225,81.2,101.4,34.6145,+0.5972,0.4777
W,W,270,77.6,92.6,34.7492,+0.7319,0.5855
NW,NW,315,81.2,83.7,34.2049,+0.1876,0.1501
