# ISOLATED ROI TEMPERATURE MATRIX
# stem,FLIR0204
# label,m2
# roi_index,3
# mean_temp,34.3526
# min_temp,33.5810
# max_temp,35.0537
# std_temp,0.3596
# pixel_count,577
#
y_offset,82,x_offset,59,width,27,height,27
