point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,82.4,101.4,35.6118,0.0000,0.0000
N,N,0,82.4,93.9,35.7235,+0.1117,0.1489
NE,NE,45,87.7,96.1,35.9942,+0.3823,0.5098
E,E,90,89.9,101.4,35.9507,+0.3389,0.4519
SE,SE,135,87.7,106.7,35.7565,+0.1447,0.1929
S,S,180,82.4,108.9,35.9103,+0.2985,0.3980
SW,SW,225,77.1,106.7,35.2934,-0.3184,0.4246
W,W,270,74.9,101.4,35.3577,-0.2542,0.3389
NW,NW,315,77.1,96.1,35.2994,-0.3124,0.4165
