point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,77.0,88.4,34.7439,0.0000,0.0000
N,N,0,77.0,78.9,34.6089,-0.1350,0.1421
NE,NE,45,83.7,81.7,34.9183,+0.1744,0.1836
E,E,90,86.5,88.4,34.7618,+0.0179,0.0188
SE,SE,135,83.7,95.1,34.8257,+0.0818,0.0861
S,S,180,77.0,97.9,34.7653,+0.0215,0.0226
SW,SW,225,70.3,95.1,34.3985,-0.3454,0.3636
W,W,270,67.5,88.4,34.2591,-0.4847,0.5103
NW,NW,315,70.3,81.7,34.3609,-0.3830,0.4031
