# ISOLATED SEGMENTATION ROI - FLIR0207 - m1
# label,m1
# roi_index,1
# mean_temp,36.048721
# min_temp,31.801655
# max_temp,37.176636
# std_temp,0.631163
# pixel_count,1045
#
NaN,NaN,NaN,36.172218,36.199478,36.235813,36.276676,36.362900,36.426392,36.489853,36.544216,36.634769,36.675495,36.720730,36.752384,36.756905,36.761429,36.765949,36.738819,36.716209,36.594028,36.594028,36.471725,36.394650,36.249435,35.739765,35.085785,NaN
NaN,NaN,NaN,36.208561,36.226730,36.258518,36.303913,36.358364,36.421860,36.498913,36.571388,36.639294,36.716209,36.725254,36.811150,36.824707,36.829224,36.815666,36.788551,36.738819,36.689068,36.670971,36.630245,36.439995,36.381046,35.931152,35.397224,NaN
NaN,NaN,NaN,36.249435,36.263058,36.267597,36.326603,36.371975,36.430927,36.521568,36.589500,36.661922,36.734299,36.784031,36.838261,36.847298,36.838261,36.838261,36.878918,36.838261,36.802109,36.630245,36.607613,36.580444,36.385582,36.072212,35.438385,NaN
NaN,NaN,NaN,36.276676,36.294834,36.299374,36.335678,36.362900,36.430927,36.544216,36.612137,36.693592,36.765949,36.829224,36.869884,36.906013,36.910530,36.915043,36.892467,36.815666,36.874401,36.666447,36.607613,36.612137,36.571388,36.003979,35.488667,NaN
NaN,NaN,NaN,NaN,36.326603,36.335678,36.385582,36.453594,36.453594,36.539688,36.661922,36.720730,36.806629,36.883434,36.937618,36.955673,36.978241,36.987267,36.874401,36.806629,36.842777,36.725254,36.598557,36.616665,36.385582,36.131317,35.447529,NaN
NaN,NaN,NaN,NaN,36.353828,36.390118,36.394650,36.476257,36.517036,36.562332,36.675495,36.774990,36.856331,36.915043,36.946648,37.023357,37.059441,37.009827,36.915043,36.865368,36.829224,36.729774,36.720730,36.594028,36.381046,36.113136,35.470387,NaN
NaN,NaN,NaN,NaN,36.385582,36.412792,36.430927,36.485321,36.521568,36.580444,36.729774,36.811150,36.887951,36.969215,37.086498,37.118053,37.122562,37.095512,37.063953,36.874401,36.842777,36.793072,36.689068,36.729774,36.412792,35.840057,35.232449,NaN
NaN,NaN,NaN,NaN,36.435459,36.453594,36.471725,36.539688,36.589500,36.643822,36.784031,36.802109,36.915043,36.978241,37.127068,37.005314,37.127068,37.167625,37.059441,36.910530,36.883434,36.702641,36.752384,36.639294,36.340218,35.685028,NaN,NaN
NaN,NaN,NaN,NaN,36.471725,36.485321,36.517036,36.571388,36.630245,36.734299,36.797592,36.856331,36.924072,36.982754,37.131577,37.149601,37.176636,37.163120,37.000801,36.811150,36.833744,36.756905,36.761429,36.716209,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,36.503445,36.548744,36.603085,36.657398,36.779510,36.815666,36.865368,36.937618,36.960186,37.018848,37.104530,37.100021,37.072971,37.054932,36.820187,36.774990,36.815666,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.634769,36.707161,36.788551,36.824707,36.887951,36.933102,36.946648,36.978241,36.996288,37.059441,36.982754,36.892467,36.856331,36.738819,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.698116,36.770470,36.851814,36.910530,36.942131,36.955673,36.951160,36.946648,36.915043,36.901497,36.842777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.865368,36.883434,36.924072,36.937618,36.919559,36.928589,36.892467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
