point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,112.0,93.1,35.8026,0.0000,0.0000
N,N,0,112.0,77.1,35.3978,-0.4048,0.2530
NE,NE,45,123.3,81.8,35.0490,-0.7536,0.4710
E,E,90,128.0,93.1,30.1034,-5.6992,3.5620
SE,SE,135,123.3,104.4,35.3964,-0.4062,0.2538
S,S,180,112.0,109.1,36.5172,+0.7146,0.4466
SW,SW,225,100.7,104.4,35.7387,-0.0638,0.0399
W,W,270,96.0,93.1,35.5697,-0.2328,0.1455
NW,NW,315,100.7,81.8,35.5279,-0.2746,0.1716
