point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,92.5,89.0,34.1036,0.0000,0.0000
N,N,0,92.5,75.5,34.7287,+0.6250,0.4630
NE,NE,45,102.1,79.5,34.8345,+0.7308,0.5414
E,E,90,106.0,89.0,34.8782,+0.7746,0.5737
SE,SE,135,102.1,98.5,34.5888,+0.4851,0.3594
S,S,180,92.5,102.5,34.1873,+0.0836,0.0619
SW,SW,225,83.0,98.5,34.4382,+0.3345,0.2478
W,W,270,79.0,89.0,34.5000,+0.3963,0.2936
NW,NW,315,83.0,79.5,34.1648,+0.0611,0.0453
