point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,71.8,94.7,34.4278,0.0000,0.0000
N,N,0,71.8,81.2,34.9616,+0.5338,0.3954
NE,NE,45,81.3,85.1,34.2279,-0.1999,0.1481
E,E,90,85.3,94.7,34.2183,-0.2094,0.1551
SE,SE,135,81.3,104.2,34.5976,+0.1698,0.1258
S,S,180,71.8,108.2,34.5743,+0.1465,0.1085
SW,SW,225,62.2,104.2,33.7531,-0.6746,0.4997
W,W,270,58.3,94.7,33.6786,-0.7492,0.5549
NW,NW,315,62.2,85.1,33.8026,-0.6252,0.4631
