point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,100.6,79.1,34.1342,0.0000,0.0000
N,N,0,100.6,66.1,34.1462,+0.0120,0.0092
NE,NE,45,109.8,69.9,34.0852,-0.0490,0.0377
E,E,90,113.6,79.1,33.8083,-0.3260,0.2508
SE,SE,135,109.8,88.3,34.4704,+0.3362,0.2586
S,S,180,100.6,92.1,34.3627,+0.2285,0.1757
SW,SW,225,91.5,88.3,34.5012,+0.3669,0.2823
W,W,270,87.6,79.1,34.7949,+0.6606,0.5082
NW,NW,315,91.5,69.9,34.3268,+0.1925,0.1481
