point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,78.0,102.1,35.9391,0.0000,0.0000
N,N,0,78.0,92.6,36.2914,+0.3523,0.3708
NE,NE,45,84.7,95.3,36.0185,+0.0794,0.0836
E,E,90,87.5,102.1,35.6446,-0.2945,0.3100
SE,SE,135,84.7,108.8,36.2403,+0.3012,0.3171
S,S,180,78.0,111.6,36.3544,+0.4153,0.4371
SW,SW,225,71.2,108.8,36.0812,+0.1421,0.1495
W,W,270,68.5,102.1,35.3555,-0.5836,0.6144
NW,NW,315,71.2,95.3,35.8235,-0.1156,0.1217
