point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,85.9,77.5,35.3451,0.0000,0.0000
N,N,0,85.9,64.5,35.5932,+0.2481,0.1909
NE,NE,45,95.1,68.3,35.7005,+0.3554,0.2734
E,E,90,98.9,77.5,35.6559,+0.3109,0.2391
SE,SE,135,95.1,86.7,35.7735,+0.4284,0.3296
S,S,180,85.9,90.5,35.5794,+0.2344,0.1803
SW,SW,225,76.7,86.7,34.9073,-0.4378,0.3368
W,W,270,72.9,77.5,34.9759,-0.3692,0.2840
NW,NW,315,76.7,68.3,34.9135,-0.4316,0.3320
