point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,107.0,73.8,35.2659,0.0000,0.0000
N,N,0,107.0,60.8,35.8552,+0.5893,0.4533
NE,NE,45,116.2,64.6,35.7545,+0.4886,0.3759
E,E,90,120.0,73.8,35.7350,+0.4691,0.3608
SE,SE,135,116.2,83.0,35.9170,+0.6511,0.5009
S,S,180,107.0,86.8,35.3525,+0.0866,0.0666
SW,SW,225,97.8,83.0,35.7209,+0.4550,0.3500
W,W,270,94.0,73.8,36.0327,+0.7668,0.5898
NW,NW,315,97.8,64.6,35.4236,+0.1577,0.1213
