point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,78.0,84.0,36.4581,0.0000,0.0000
N,N,0,78.0,71.5,36.4763,+0.0181,0.0145
NE,NE,45,86.8,75.2,36.1742,-0.2839,0.2271
E,E,90,90.5,84.0,35.7466,-0.7115,0.5692
SE,SE,135,86.8,92.8,35.9665,-0.4917,0.3933
S,S,180,78.0,96.5,36.2267,-0.2314,0.1851
SW,SW,225,69.2,92.8,35.6901,-0.7680,0.6144
W,W,270,65.5,84.0,35.5206,-0.9375,0.7500
NW,NW,315,69.2,75.2,35.7734,-0.6848,0.5478
