point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,92.4,78.2,34.1501,0.0000,0.0000
N,N,0,92.4,65.7,34.5732,+0.4231,0.3385
NE,NE,45,101.2,69.3,33.6254,-0.5247,0.4197
E,E,90,104.9,78.2,33.5722,-0.5779,0.4624
SE,SE,135,101.2,87.0,34.0695,-0.0806,0.0645
S,S,180,92.4,90.7,34.6044,+0.4543,0.3634
SW,SW,225,83.5,87.0,33.6951,-0.4550,0.3640
W,W,270,79.9,78.2,33.6834,-0.4667,0.3734
NW,NW,315,83.5,69.3,33.4170,-0.7331,0.5865
