point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,92.8,44.8,36.5899,0.0000,0.0000
N,N,0,92.8,32.3,36.4258,-0.1641,0.1313
NE,NE,45,101.6,35.9,35.9675,-0.6224,0.4979
E,E,90,105.3,44.8,35.6825,-0.9075,0.7260
SE,SE,135,101.6,53.6,36.2331,-0.3568,0.2854
S,S,180,92.8,57.3,36.9952,+0.4052,0.3242
SW,SW,225,83.9,53.6,36.4488,-0.1411,0.1129
W,W,270,80.3,44.8,36.0103,-0.5796,0.4637
NW,NW,315,83.9,35.9,36.0408,-0.5491,0.4393
