point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,78.8,48.3,33.6426,0.0000,0.0000
N,N,0,78.8,34.8,33.7541,+0.1116,0.0826
NE,NE,45,88.3,38.8,34.1756,+0.5330,0.3948
E,E,90,92.3,48.3,34.3405,+0.6980,0.5170
SE,SE,135,88.3,57.9,34.6450,+1.0024,0.7425
S,S,180,78.8,61.8,35.3016,+1.6591,1.2289
SW,SW,225,69.2,57.9,34.4575,+0.8149,0.6037
W,W,270,65.3,48.3,33.7793,+0.1368,0.1013
NW,NW,315,69.2,38.8,33.7318,+0.0892,0.0661
