point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,110.2,78.2,33.3131,0.0000,0.0000
N,N,0,110.2,65.7,33.7055,+0.3924,0.3139
NE,NE,45,119.0,69.3,34.2184,+0.9053,0.7242
E,E,90,122.7,78.2,33.3445,+0.0314,0.0251
SE,SE,135,119.0,87.0,34.2709,+0.9577,0.7662
S,S,180,110.2,90.7,33.9016,+0.5885,0.4708
SW,SW,225,101.3,87.0,34.0677,+0.7546,0.6037
W,W,270,97.7,78.2,34.1903,+0.8772,0.7018
NW,NW,315,101.3,69.3,33.6161,+0.3030,0.2424
