point,direction,angle_deg,px,py,temp_c,diff_centre_c,gradient_c_per_cm
centre,Center,0,111.8,95.9,35.7387,0.0000,0.0000
N,N,0,111.8,79.9,35.5029,-0.2357,0.1473
NE,NE,45,123.1,84.6,35.7896,+0.0509,0.0318
E,E,90,127.8,95.9,35.0044,-0.7343,0.4589
SE,SE,135,123.1,107.2,36.5370,+0.7983,0.4989
S,S,180,111.8,111.9,36.6336,+0.8949,0.5593
SW,SW,225,100.5,107.2,36.1238,+0.3851,0.2407
W,W,270,95.8,95.9,36.2849,+0.5463,0.3414
NW,NW,315,100.5,84.6,35.6905,-0.0482,0.0301
