# ISOLATED SEGMENTATION ROI - FLIR0207 - m2
# label,m2
# roi_index,2
# mean_temp,36.132290
# min_temp,35.374355
# max_temp,36.720730
# std_temp,0.312942
# pixel_count,546
#
NaN,NaN,35.917492,36.003979,36.044926,36.049473,36.104042,36.135864,36.144951,36.154041,36.154041,36.163132,36.181305,36.163132,36.172218,36.181305,NaN
NaN,NaN,36.044926,36.054020,36.104042,36.117680,36.144951,36.167675,36.190392,36.185848,36.190392,36.217648,36.222187,36.222187,36.222187,36.208561,36.208561
NaN,NaN,36.117680,36.144951,36.185848,36.194935,36.208561,36.240356,36.226730,36.249435,36.249435,36.272137,36.267597,36.272137,36.267597,36.253979,36.249435
NaN,NaN,36.285759,36.272137,36.258518,36.253979,36.263058,36.258518,36.263058,36.276676,36.303913,36.299374,36.322067,36.317528,36.303913,36.281219,36.276676
NaN,NaN,NaN,36.353828,36.308453,36.294834,36.303913,36.317528,36.331142,36.331142,36.344753,36.349293,36.358364,36.358364,36.331142,36.335678,36.331142
NaN,NaN,NaN,36.403721,36.390118,36.367435,36.367435,36.371975,36.376511,36.385582,36.412792,36.376511,36.412792,36.417324,36.403721,36.390118,36.349293
NaN,NaN,NaN,36.544216,36.489853,36.403721,36.399185,36.390118,36.439995,36.476257,36.489853,36.489853,36.444527,36.439995,36.439995,36.412792,36.390118
NaN,NaN,NaN,NaN,36.403721,36.462658,36.467190,36.485321,36.503445,36.634769,36.562332,36.584972,36.562332,36.480789,36.462658,36.444527,36.435459
NaN,NaN,NaN,NaN,36.430927,36.517036,36.521568,36.503445,36.689068,36.720730,36.702641,36.621193,36.594028,36.503445,36.489853,36.480789,36.439995
NaN,NaN,NaN,NaN,36.458126,36.580444,36.544216,36.571388,36.670971,36.698116,36.720730,36.643822,36.603085,36.571388,36.467190,36.503445,36.489853
NaN,NaN,NaN,NaN,NaN,36.607613,36.630245,36.594028,36.675495,36.648346,36.680019,36.598557,36.598557,36.553276,36.535156,36.503445,NaN
NaN,NaN,NaN,NaN,NaN,36.634769,36.625717,36.625717,36.630245,36.639294,36.643822,36.598557,36.594028,36.562332,36.526096,36.507977,NaN
NaN,NaN,NaN,NaN,NaN,NaN,36.666447,36.666447,36.652870,36.634769,36.643822,36.607613,36.584972,36.553276,36.521568,36.498913,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.657398,36.630245,36.634769,36.603085,36.575916,36.535156,36.512505,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.639294,36.607613,36.584972,36.557804,36.526096,NaN,NaN
